GEOID,coords,duration,geometry
17031835600,"[41.801834716714666, -87.63220158936234]",20.0,"POLYGON ((-87.632008 41.816938, -87.62160350000001 41.8109518, -87.62148089999999 41.8065441, -87.6142198 41.80213029999999, -87.6202069 41.796373, -87.6250064 41.7930381, -87.63955159999999 41.791642, -87.63417369999999 41.80087169999999, -87.63761649999999 41.8017455, -87.6408661 41.8057957, -87.63924709999999 41.8110033, -87.632008 41.816938))"
17031840000,"[41.831171533368014, -87.63829782319965]",20.0,"POLYGON ((-87.6382837 41.8435974, -87.6313198 41.84022119999999, -87.6265925 41.8379409, -87.6200824 41.83117439999999, -87.62742480000001 41.8281802, -87.63166 41.82214200000001, -87.63838799999999 41.816306, -87.6458492 41.8213746, -87.65078579999999 41.8260018, -87.6579656 41.83050360000001, -87.65053759999999 41.8361678, -87.64484000000002 41.839986, -87.6382837 41.8435974))"
17031835700,"[41.81284438315754, -87.62759778508722]",20.0,"POLYGON ((-87.6271617 41.8248955, -87.62034290000001 41.821986, -87.6154109 41.8181635, -87.60698069999999 41.8130043, -87.61627729999999 41.8075598, -87.62147589999999 41.805088, -87.627483 41.797907, -87.634067 41.803726, -87.6406463 41.8080231, -87.635402 41.813046, -87.638188 41.81747, -87.63386919999999 41.82201329999999, -87.6271617 41.8248955))"
17031843600,"[41.806765408440235, -87.60894882347458]",20.0,"POLYGON ((-87.60289929999999 41.81529620000001, -87.59665099999999 41.811992, -87.59392939999999 41.8068828, -87.597111 41.801416, -87.6023599 41.7985756, -87.60943929999999 41.79339530000001, -87.6176351 41.7966035, -87.6206753 41.8013759, -87.6239951 41.8069619, -87.62166529999999 41.812078, -87.61560009999999 41.8159114, -87.608964 41.818826, -87.60289929999999 41.81529620000001))"
17031836400,"[41.821175105581446, -87.59583251114228]",20.0,"POLYGON ((-87.5952267 41.8123463, -87.60134599999999 41.813345, -87.596333 41.8208901, -87.606245 41.816934, -87.6078504 41.8212688, -87.6083781 41.8263381, -87.597267 41.822556, -87.597267 41.822556, -87.6087527 41.8418509, -87.6087527 41.8418509, -87.6030706 41.8349846, -87.5952267 41.8123463))"
17031836100,"[41.79980501785371, -87.61868250672146]",20.0,"POLYGON ((-87.6114582 41.8094492, -87.6071436 41.8051975, -87.6070665 41.7990617, -87.6073827 41.7970036, -87.6154981 41.7936975, -87.6186476 41.7845219, -87.6259369 41.790661, -87.62930489999999 41.7953045, -87.63393069999999 41.7998004, -87.63242199999999 41.805561, -87.62556300000001 41.8089129, -87.6189911 41.8147653, -87.6114582 41.8094492))"
17031834600,"[41.78724654510406, -87.63430573629155]",20.0,"POLYGON ((-87.63412799999999 41.798795, -87.62753599999999 41.796449, -87.62272849999999 41.7924487, -87.61627179999999 41.7875067, -87.6216759 41.782191, -87.6352378 41.772322, -87.6408438 41.7789371, -87.64706679999999 41.7817345, -87.6546972 41.7871871, -87.6463435 41.7924747, -87.64190499999999 41.79633, -87.63412799999999 41.798795))"
17031030102,"[41.99339665554366, -87.65513190861432]",20.0,"POLYGON ((-87.650235 41.978176, -87.6537778 41.978349, -87.66212299999999 41.984272, -87.66123349999999 41.9872447, -87.66734830000001 41.9880952, -87.6718475 41.9934495, -87.6674625 41.9987383, -87.66316479999999 42.0037901, -87.65879600000001 42.00703499999999, -87.657445 42.0037206, -87.6566102 42.0013306, -87.650235 41.978176))"
17031030103,"[41.995380420143874, -87.65469539192947]",20.0,"POLYGON ((-87.65515789999999 41.9818923, -87.66119549999999 41.9860844, -87.66123349999999 41.9872447, -87.66123349999999 41.9872447, -87.66123349999999 41.9872447, -87.6663762 41.9899513, -87.6670326 42.0006332, -87.66287 42.00585, -87.65879600000001 42.00703499999999, -87.65778329999999 42.0046437, -87.6566102 42.0013306, -87.65515789999999 41.9818923))"
17031030706,"[41.98023537975705, -87.65160534668804]",20.0,"POLYGON ((-87.6515287 41.9686071, -87.65898899999999 41.970998, -87.6636616 41.9751961, -87.667948 41.980207, -87.663972 41.985236, -87.66123349999999 41.9872447, -87.66000919999999 41.9906117, -87.65441989999999 41.9923774, -87.65441989999999 41.9923774, -87.6515287 41.9686071))"
17031061902,"[41.94492796421461, -87.63570667145892]",20.0,"POLYGON ((-87.63558049999999 41.9607673, -87.63459209999999 41.9403716, -87.63922409999999 41.93961650000001, -87.64246199999999 41.941934, -87.65836419999999 41.9435601, -87.65836419999999 41.9435601, -87.65836419999999 41.9435601, -87.65836419999999 41.9435601, -87.644077 41.9455249, -87.649602 41.9507414, -87.6533404 41.9665404, -87.64709049999999 41.9693932, -87.63558049999999 41.9607673))"
17031063303,"[41.934731166468474, -87.63466132872848]",20.0,"POLYGON ((-87.6297721 41.9228663, -87.6357312 41.9220096, -87.64147989999999 41.9255824, -87.65130429999999 41.9214378, -87.647066 41.929426, -87.64886179999999 41.9347892, -87.65836419999999 41.9435601, -87.65836419999999 41.9435601, -87.65836419999999 41.9435601, -87.6455 41.938879, -87.64214199999999 41.944427, -87.6297721 41.9228663))"
17031030601,"[41.988886305780284, -87.65493608088825]",20.0,"POLYGON ((-87.650235 41.978176, -87.650235 41.978176, -87.6551671 41.9737464, -87.6618553 41.97994, -87.667204 41.98326, -87.67106199999999 41.989024, -87.66706099999999 41.993809, -87.662024 41.9983266, -87.656632 42.00128, -87.6566102 42.0013306, -87.65579939999999 41.9989146, -87.650235 41.978176))"
17031081202,"[41.906140798221315, -87.62180500550978]",20.0,"POLYGON ((-87.61672689999999 41.8971752, -87.61672689999999 41.8971752, -87.61672689999999 41.8971752, -87.621978 41.894178, -87.629758 41.8956409, -87.63573459999999 41.899772, -87.6384429 41.9060649, -87.63574699999999 41.911847, -87.62832139999999 41.9158789, -87.6297721 41.9228663, -87.61672689999999 41.8971752))"
17031220601,"[41.92582520896371, -87.71288365533424]",20.0,"POLYGON ((-87.7127919 41.937889, -87.7048587 41.936241, -87.700406 41.931201, -87.6971877 41.9257948, -87.7005954 41.9208459, -87.70602599999999 41.916763, -87.71281049999999 41.9138998, -87.7189278 41.9179794, -87.72504599999999 41.920658, -87.7280823 41.9254204, -87.725694 41.9300077, -87.7212303 41.9365167, -87.7127919 41.937889))"
17031040401,"[41.97206673735025, -87.68608162783089]",20.0,"POLYGON ((-87.677471 41.982101, -87.6723873 41.9780687, -87.66960189999999 41.9721465, -87.67511689999999 41.9674141, -87.6793826 41.962835, -87.68618529999999 41.9594988, -87.69253399999999 41.96403309999999, -87.6886779 41.9699483, -87.69841 41.966734, -87.701759 41.971889, -87.70036999999999 41.9774374, -87.69405829999999 41.9827907, -87.677471 41.982101))"
17031220901,"[41.919181628863086, -87.7212482947213]",20.0,"POLYGON ((-87.721193 41.93121499999999, -87.7141232 41.9285073, -87.70912559999999 41.9241401, -87.7045686 41.9192487, -87.7142185 41.9102608, -87.72071389999999 41.9072008, -87.7283791 41.9100094, -87.7397771 41.9191249, -87.73338419999999 41.9245852, -87.7282834 41.9281067, -87.721193 41.93121499999999))"
17031210602,"[41.93416298466335, -87.71257199315885]",20.0,"POLYGON ((-87.71243659999999 41.9492903, -87.7055805 41.943236, -87.7004606 41.9395323, -87.69827029999999 41.9340542, -87.698488 41.927916, -87.7042149 41.9236967, -87.71248749999999 41.9189793, -87.7197058 41.9251205, -87.72529589999999 41.9287393, -87.7286201 41.9342447, -87.72642599999999 41.9403239, -87.72062799999999 41.944907, -87.71243659999999 41.9492903))"
17031220602,"[41.92932720667535, -87.71198118069378]",20.0,"POLYGON ((-87.70444599999999 41.938285, -87.7000936 41.9341696, -87.695987 41.929552, -87.6980545 41.9230421, -87.7049569 41.9193758, -87.71212380000001 41.9143535, -87.7191814 41.9202676, -87.7243048 41.9240161, -87.72849739999999 41.9296134, -87.72617869999999 41.9353203, -87.7202439 41.94086799999999, -87.7125839 41.9427708, -87.70444599999999 41.938285))"
17031252202,"[41.87675844434059, -87.74458324143082]",20.0,"POLYGON ((-87.7431352 41.888736, -87.737478 41.88586, -87.7323289 41.882354, -87.72437499999999 41.877358, -87.7327107 41.8714974, -87.7375364 41.8690837, -87.744846 41.8613185, -87.7510884 41.8658008, -87.75551089999999 41.8719358, -87.76473709999999 41.8768935, -87.756703 41.881722, -87.75169289999999 41.88545930000001, -87.7431352 41.888736))"
17031252102,"[41.876592285160775, -87.7598115637835]",20.0,"POLYGON ((-87.7596453 41.8886611, -87.7526331 41.8858901, -87.74748009999999 41.8815249, -87.73980499999999 41.87669, -87.74849689999999 41.8713722, -87.7544743 41.8671195, -87.7582286 41.8712874, -87.7587597 41.8703763, -87.76643399999999 41.869438, -87.780058 41.8763666, -87.77212899999999 41.881676, -87.767839 41.885807, -87.7596453 41.8886611))"
17031836300,"[41.80153232988133, -87.60175847659735]",20.0,"POLYGON ((-87.59399999999999 41.811834, -87.5896982 41.806798, -87.5892265 41.7964204, -87.59439119999999 41.7922415, -87.60015199999999 41.789113, -87.6111284 41.7931987, -87.61360379999999 41.7983108, -87.6179554 41.8016467, -87.613494 41.8067319, -87.60936599999999 41.8106719, -87.6018529 41.8168691, -87.59399999999999 41.811834))"
17031836200,"[41.790469206762914, -87.60128473183154]",20.0,"POLYGON ((-87.600093 41.804359, -87.5947529 41.7993039, -87.5857254 41.8001959, -87.58725 41.7965711, -87.5897387 41.7854171, -87.59305119999999 41.7805355, -87.60126120000001 41.77547269999999, -87.6080882 41.7812717, -87.61345039999999 41.7852731, -87.61703899999999 41.790571, -87.61400159999999 41.79807419999999, -87.6100196 41.8021756, -87.600093 41.804359))"
17031836000,"[41.81400356623662, -87.61168434804308]",20.0,"POLYGON ((-87.611289 41.825941, -87.604445 41.824318, -87.59910099999999 41.820557, -87.5955843 41.8141078, -87.599856 41.808844, -87.6111784 41.7984334, -87.61766999999999 41.80489900000001, -87.62409479999999 41.8087898, -87.62761239999999 41.8140057, -87.624206 41.819247, -87.61921370000002 41.8256249, -87.611289 41.825941))"
17031835900,"[41.82016644184237, -87.62149886845029]",20.0,"POLYGON ((-87.61678999999999 41.8274786, -87.60739699999999 41.825904, -87.6013145 41.8197753, -87.6103461 41.8149161, -87.6144187 41.8113406, -87.62109889999999 41.8056592, -87.62859999999999 41.812399, -87.63381129999999 41.8150617, -87.63762799999999 41.8197423, -87.6338217 41.8254412, -87.6283009 41.8292946, -87.6222839 41.835493, -87.61678999999999 41.8274786))"
17031834500,"[41.78808233246707, -87.6247360013558]",20.0,"POLYGON ((-87.62394979999999 41.8032595, -87.61670599999999 41.7983054, -87.617598 41.793204, -87.60943929999999 41.79339530000001, -87.61084199999999 41.78211779999999, -87.61725899999999 41.778295, -87.624741 41.773021, -87.6323426 41.7791235, -87.63700100000001 41.782886, -87.6415803 41.7879202, -87.636934 41.792819, -87.63152099999999 41.79733, -87.62394979999999 41.8032595))"
17031834400,"[41.77695045912093, -87.5963029511708]",20.0,"POLYGON ((-87.58920739999999 41.7861024, -87.58486550000001 41.7855231, -87.57904889999999 41.7793289, -87.584159 41.77169019999999, -87.5894065 41.76783349999999, -87.5966918 41.7698179, -87.6012441 41.7696538, -87.60839729999999 41.7716905, -87.60098529999999 41.7768129, -87.60632199999999 41.781509, -87.6030042 41.7976141, -87.5965825 41.7919281, -87.58920739999999 41.7861024))"
17031834300,"[41.74583510886111, -87.59178804612299]",20.0,"POLYGON ((-87.58554289999999 41.7551396, -87.58004129999999 41.7515229, -87.575616 41.74584720000001, -87.57849179999999 41.739864, -87.58483199999999 41.736736, -87.59186149999999 41.7322737, -87.59963599999999 41.735162, -87.60342089999999 41.7406182, -87.611987 41.745481, -87.60367239999999 41.7508224, -87.59895499999999 41.756231, -87.59230869999999 41.7579521, -87.58554289999999 41.7551396))"
17031070101,"[41.93046401887251, -87.63255807586722]",20.0,"POLYGON ((-87.6297721 41.9228663, -87.6297721 41.9228663, -87.63402809999999 41.9186461, -87.63881820000002 41.9225474, -87.65130429999999 41.9214378, -87.643002 41.92641, -87.6444532 41.9302705, -87.64480469999999 41.9354965, -87.65836419999999 41.9435601, -87.65836419999999 41.9435601, -87.6404079 41.940957, -87.63569609999999 41.9386881, -87.6297721 41.9228663))"
17031030104,"[41.99727718337135, -87.65564253737429]",20.0,"POLYGON ((-87.6523892 41.9857409, -87.65441989999999 41.9923774, -87.6552046 41.9838259, -87.66269819999999 41.9883008, -87.6676452 41.9921792, -87.6722718 41.9972576, -87.6700288 42.00341, -87.66388429999999 42.00776949999999, -87.65915099999999 42.007713, -87.65880059999999 42.006784, -87.65879600000001 42.00703499999999, -87.6523892 41.9857409))"
17031081401,"[41.89503463833045, -87.61971749942701]",20.0,"POLYGON ((-87.60675879999999 41.8961387, -87.6038597 41.8961807, -87.60615539999999 41.8916405, -87.6206411 41.8828308, -87.62685189999999 41.8860232, -87.6321342 41.88981440000001, -87.640007 41.89476, -87.63192219999999 41.9007204, -87.65130429999999 41.9214378, -87.62709529999999 41.9042016, -87.61986870000001 41.9013942, -87.60675879999999 41.8961387))"
17031430102,"[41.76939065153051, -87.56161548390274]",20.0,"POLYGON ((-87.5589265 41.7635331, -87.56177479999999 41.7604574, -87.56430399999999 41.7597921, -87.568467 41.760174, -87.5741877 41.7600005, -87.5738697 41.7641143, -87.57394769999999 41.7697927, -87.5686477 41.7724126, -87.5703549 41.775665, -87.56993229999999 41.7761693, -87.5589265 41.7635331))"
17031110501,"[41.9770023490169, -87.7619250142156]",20.0,"POLYGON ((-87.761438 41.9837812, -87.74942569999999 41.9825341, -87.74805339999999 41.9771799, -87.7478813 41.9707596, -87.75261689999999 41.9665314, -87.76191399999999 41.968192, -87.7687806 41.9693718, -87.772509 41.9724243, -87.7778514 41.9769784, -87.776043 41.9830698, -87.76975849999999 41.9876705, -87.761438 41.9837812))"
17031770902,"[41.97006566869115, -87.83618394581488]",20.0,"POLYGON ((-87.82807149999999 41.9802214, -87.8220262 41.9761967, -87.81922340000001 41.9699896, -87.82567619999999 41.9650259, -87.82912859999999 41.96069260000001, -87.83662389999999 41.9558278, -87.843288 41.9609832, -87.8466342 41.9633387, -87.8512691 41.9695588, -87.8512705 41.9695698, -87.84301429999999 41.97918749999999, -87.8364199 41.98252859999999, -87.82807149999999 41.9802214))"
17031430101,"[41.76985324172053, -87.57395301583693]",20.0,"POLYGON ((-87.57107139999999 41.7766929, -87.5703549 41.775665, -87.5703549 41.775665, -87.563868 41.768263, -87.560011 41.763962, -87.566721 41.7595079, -87.5733973 41.7576676, -87.58114019999999 41.7608575, -87.586721 41.764773, -87.5912828 41.7698291, -87.5849166 41.7792574, -87.5816013 41.7804001, -87.57107139999999 41.7766929))"
17031252101,"[41.87551077744533, -87.76957093345533]",20.0,"POLYGON ((-87.76227129999999 41.8841664, -87.7572953 41.8809119, -87.75355599999999 41.87551759999999, -87.7591587 41.8718903, -87.76111 41.8651234, -87.76974500000001 41.869905, -87.775087 41.867666, -87.77926029999999 41.8707863, -87.7852104 41.8755294, -87.7808455 41.8808431, -87.775587 41.884143, -87.77070119999999 41.8860077, -87.76227129999999 41.8841664))"
17031010501,"[42.00941197941639, -87.66395828856929]",20.0,"POLYGON ((-87.65579939999999 41.9989146, -87.65579939999999 41.9989146, -87.65579939999999 41.9989146, -87.6644898 41.9972548, -87.67157159999999 42.0002897, -87.67610599999999 42.0042029, -87.6839645 42.00886759999999, -87.67533499999999 42.0145989, -87.670637 42.018548, -87.664332 42.020921, -87.664332 42.020921, -87.664332 42.020921, -87.65579939999999 41.9989146))"
17031020701,"[41.98689155855462, -87.70368969260137]",20.0,"POLYGON ((-87.69803519999999 41.9946806, -87.6936461 41.9913816, -87.688423 41.986875, -87.68967339999999 41.9804166, -87.6965402 41.977667, -87.70440069999999 41.9764346, -87.71054319999999 41.9775718, -87.715867 41.981809, -87.71596599999999 41.98707700000001, -87.71793509999999 41.992794, -87.7116662 41.9973592, -87.70417669999999 41.9989588, -87.69803519999999 41.9946806))"
17031540101,"[41.650219752547926, -87.59979233749178]",20.0,"POLYGON ((-87.59635419999999 41.6581637, -87.59506279999999 41.6521181, -87.59776979999999 41.644603, -87.5985245 41.6443548, -87.6032141 41.6446149, -87.60687999999999 41.646926, -87.6148934 41.650955, -87.6131606 41.6555928, -87.61260589999999 41.6591357, -87.60050249999999 41.6591408, -87.5998618 41.67340799999999, -87.59635419999999 41.6581637))"
17031010201,"[42.0160077100778, -87.68014845831961]",20.0,"POLYGON ((-87.6800418 42.0309592, -87.67384199999999 42.0228055, -87.66744319999999 42.0211309, -87.6636735 42.0164385, -87.66812759999999 42.0105884, -87.6733897 42.0065541, -87.68066379999999 42.0039233, -87.6882322 42.00575060000001, -87.69415499999999 42.0103626, -87.6958214 42.0159682, -87.692427 42.0212239, -87.6885262 42.0256376, -87.6800418 42.0309592))"
17031440201,"[41.748210068621376, -87.6100746282758]",20.0,"POLYGON ((-87.602554 41.757601, -87.597634 41.754238, -87.5951625 41.7483855, -87.5992164 41.7442289, -87.6033985 41.73921989999999, -87.61017179999999 41.7327121, -87.61818479999999 41.7391071, -87.62148929999999 41.742576, -87.62608299999999 41.74820099999999, -87.621909 41.753662, -87.6170491 41.7578783, -87.61009419999999 41.7633111, -87.602554 41.757601))"
17031839000,"[41.87104221392834, -87.63140269557016]",20.0,"POLYGON ((-87.62422309999999 41.8807336, -87.61897499999999 41.8757887, -87.6205614 41.8722308, -87.6208362 41.8654277, -87.62383819999999 41.8620747, -87.63261589999999 41.8598253, -87.64215840000001 41.8665704, -87.65066229999999 41.8671569, -87.6393657 41.8716096, -87.6410056 41.8758293, -87.63722320000001 41.8789094, -87.6316447 41.8833529, -87.62422309999999 41.8807336))"
17031760801,"[41.983486688006245, -87.84484974006553]",20.0,"POLYGON ((-87.840515 41.988857, -87.83377329999999 41.9881053, -87.8217817 41.9832264, -87.8327324 41.97812, -87.8391032 41.9757206, -87.836759 41.9594128, -87.8442354 41.9713344, -87.8512691 41.9695588, -87.8512691 41.9695588, -87.85985459999999 42.0069872, -87.8452506 41.9853184, -87.840515 41.988857))"
